set_id,name,year,theme,subtheme,themeGroup,category,pieces,minifigs,agerange_min,US_retailPrice,bricksetURL,thumbnailURL,imageURL
41004-1,Rehearsal Stage,2013,Friends,Music,Modern day,Normal,198,1,6,19.99,https://brickset.com/sets/41004-1,https://images.brickset.com/sets/small/41004-1.jpg,https://images.brickset.com/sets/images/41004-1.jpg
41005-1,Heartlake High,2013,Friends,Heartlake City,Modern day,Normal,487,3,6,49.99,https://brickset.com/sets/41005-1,https://images.brickset.com/sets/small/41005-1.jpg,https://images.brickset.com/sets/images/41005-1.jpg
41006-1,Downtown Bakery,2013,Friends,Heartlake City,Modern day,Normal,253,2,6,29.99,https://brickset.com/sets/41006-1,https://images.brickset.com/sets/small/41006-1.jpg,https://images.brickset.com/sets/images/41006-1.jpg
41007-1,Heartlake Pet Salon,2013,Friends,Heartlake City,Modern day,Normal,242,2,6,29.99,https://brickset.com/sets/41007-1,https://images.brickset.com/sets/small/41007-1.jpg,https://images.brickset.com/sets/images/41007-1.jpg
41008-1,Heartlake City Pool,2013,Friends,Summer,Modern day,Normal,423,2,6,39.99,https://brickset.com/sets/41008-1,https://images.brickset.com/sets/small/41008-1.jpg,https://images.brickset.com/sets/images/41008-1.jpg
41009-1,Andrea's Bedroom,2013,Friends,Bedrooms,Modern day,Normal,75,1,5,9.99,https://brickset.com/sets/41009-1,https://images.brickset.com/sets/small/41009-1.jpg,https://images.brickset.com/sets/images/41009-1.jpg
41010-1,Olivia's Beach Buggy,2013,Friends,Beach,Modern day,Normal,94,1,5,9.99,https://brickset.com/sets/41010-1,https://images.brickset.com/sets/small/41010-1.jpg,https://images.brickset.com/sets/images/41010-1.jpg
41011-1,Stephanie's Soccer Practice,2013,Friends,Sports,Modern day,Normal,80,1,5,9.99,https://brickset.com/sets/41011-1,https://images.brickset.com/sets/small/41011-1.jpg,https://images.brickset.com/sets/images/41011-1.jpg
41013-1,Emma's Sports Car,2013,Friends,Traffic,Modern day,Normal,159,1,5,14.99,https://brickset.com/sets/41013-1,https://images.brickset.com/sets/small/41013-1.jpg,https://images.brickset.com/sets/images/41013-1.jpg
41015-1,Dolphin Cruiser,2013,Friends,Summer,Modern day,Normal,612,3,7,69.99,https://brickset.com/sets/41015-1,https://images.brickset.com/sets/small/41015-1.jpg,https://images.brickset.com/sets/images/41015-1.jpg
41016-1,Friends Advent Calendar,2013,Friends,Seasonal,Modern day,Normal,213,2,5,29.99,https://brickset.com/sets/41016-1,https://images.brickset.com/sets/small/41016-1.jpg,https://images.brickset.com/sets/images/41016-1.jpg
45002-1,Tech Machines Set,2013,Education,Duplo,Educational,Normal,95,6,3,239.95,https://brickset.com/sets/45002-1,https://images.brickset.com/sets/small/45002-1.jpg,https://images.brickset.com/sets/images/45002-1.jpg
60000-1,Fire Motorcycle,2013,City,Fire,Modern day,Normal,40,1,5,6.99,https://brickset.com/sets/60000-1,https://images.brickset.com/sets/small/60000-1.jpg,https://images.brickset.com/sets/images/60000-1.jpg
60001-1,Fire Chief Car,2013,City,Fire,Modern day,Normal,80,2,5,11.99,https://brickset.com/sets/60001-1,https://images.brickset.com/sets/small/60001-1.jpg,https://images.brickset.com/sets/images/60001-1.jpg
60003-1,Fire Emergency,2013,City,Fire,Modern day,Normal,301,3,5,39.99,https://brickset.com/sets/60003-1,https://images.brickset.com/sets/small/60003-1.jpg,https://images.brickset.com/sets/images/60003-1.jpg
60006-1,Police ATV,2013,City,Police,Modern day,Normal,51,2,5,6.99,https://brickset.com/sets/60006-1,https://images.brickset.com/sets/small/60006-1.jpg,https://images.brickset.com/sets/images/60006-1.jpg
60007-1,High Speed Chase,2013,City,Police,Modern day,Normal,283,3,5,29.99,https://brickset.com/sets/60007-1,https://images.brickset.com/sets/small/60007-1.jpg,https://images.brickset.com/sets/images/60007-1.jpg
60008-1,Museum Break-in,2013,City,Police,Modern day,Normal,563,6,6,69.99,https://brickset.com/sets/60008-1,https://images.brickset.com/sets/small/60008-1.jpg,https://images.brickset.com/sets/images/60008-1.jpg
60009-1,Helicopter Arrest,2013,City,Police,Modern day,Normal,352,5,5,49.99,https://brickset.com/sets/60009-1,https://images.brickset.com/sets/small/60009-1.jpg,https://images.brickset.com/sets/images/60009-1.jpg
60011-1,Surfer Rescue,2013,City,Coast Guard,Modern day,Normal,32,2,5,6.99,https://brickset.com/sets/60011-1,https://images.brickset.com/sets/small/60011-1.jpg,https://images.brickset.com/sets/images/60011-1.jpg
60012-1,Coast Guard 4x4 & Diving Boat,2013,City,Coast Guard,Modern day,Normal,128,2,5,19.99,https://brickset.com/sets/60012-1,https://images.brickset.com/sets/small/60012-1.jpg,https://images.brickset.com/sets/images/60012-1.jpg
60013-1,Coast Guard Helicopter,2013,City,Coast Guard,Modern day,Normal,230,4,5,39.99,https://brickset.com/sets/60013-1,https://images.brickset.com/sets/small/60013-1.jpg,https://images.brickset.com/sets/images/60013-1.jpg
60014-1,Coast Guard Patrol,2013,City,Coast Guard,Modern day,Normal,449,6,5,79.99,https://brickset.com/sets/60014-1,https://images.brickset.com/sets/small/60014-1.jpg,https://images.brickset.com/sets/images/60014-1.jpg
60015-1,Coast Guard Plane,2013,City,Coast Guard,Modern day,Normal,279,3,5,44.99,https://brickset.com/sets/60015-1,https://images.brickset.com/sets/small/60015-1.jpg,https://images.brickset.com/sets/images/60015-1.jpg
60016-1,Tanker Truck,2013,City,Great Vehicles,Modern day,Normal,191,1,5,19.99,https://brickset.com/sets/60016-1,https://images.brickset.com/sets/small/60016-1.jpg,https://images.brickset.com/sets/images/60016-1.jpg
60017-1,Flatbed Truck,2013,City,Great Vehicles,Modern day,Normal,212,2,6,19.99,https://brickset.com/sets/60017-1,https://images.brickset.com/sets/small/60017-1.jpg,https://images.brickset.com/sets/images/60017-1.jpg
60018-1,Cement Mixer,2013,City,Great Vehicles,Modern day,Normal,221,2,5,19.99,https://brickset.com/sets/60018-1,https://images.brickset.com/sets/small/60018-1.jpg,https://images.brickset.com/sets/images/60018-1.jpg
60019-1,Stunt Plane,2013,City,Racing,Modern day,Normal,140,2,5,19.99,https://brickset.com/sets/60019-1,https://images.brickset.com/sets/small/60019-1.jpg,https://images.brickset.com/sets/images/60019-1.jpg
60020-1,Cargo Truck,2013,City,Cargo,Modern day,Normal,321,3,5,39.99,https://brickset.com/sets/60020-1,https://images.brickset.com/sets/small/60020-1.jpg,https://images.brickset.com/sets/images/60020-1.jpg
60021-1,Cargo Heliplane,2013,City,Cargo,Modern day,Normal,393,3,5,44.99,https://brickset.com/sets/60021-1,https://images.brickset.com/sets/small/60021-1.jpg,https://images.brickset.com/sets/images/60021-1.jpg
60022-1,Cargo Terminal,2013,City,Cargo,Modern day,Normal,658,5,6,99.99,https://brickset.com/sets/60022-1,https://images.brickset.com/sets/small/60022-1.jpg,https://images.brickset.com/sets/images/60022-1.jpg
60023-1,LEGO City Starter Set,2013,City,Traffic,Modern day,Normal,272,5,5,29.99,https://brickset.com/sets/60023-1,https://images.brickset.com/sets/small/60023-1.jpg,https://images.brickset.com/sets/images/60023-1.jpg
60025-1,Grand Prix Truck,2013,City,Great Vehicles,Modern day,Normal,315,3,5,29.99,https://brickset.com/sets/60025-1,https://images.brickset.com/sets/small/60025-1.jpg,https://images.brickset.com/sets/images/60025-1.jpg
60026-1,Town Square,2013,City,Town,Modern day,Normal,914,9,6,119.99,https://brickset.com/sets/60026-1,https://images.brickset.com/sets/small/60026-1.jpg,https://images.brickset.com/sets/images/60026-1.jpg
60027-1,Monster Truck Transporter,2013,City,Great Vehicles,Modern day,Normal,299,3,5,29.99,https://brickset.com/sets/60027-1,https://images.brickset.com/sets/small/60027-1.jpg,https://images.brickset.com/sets/images/60027-1.jpg
70000-1,Razcal's Glider,2013,Legends of Chima,The Power of the CHI,Action/Adventure,Normal,109,1,7,11.99,https://brickset.com/sets/70000-1,https://images.brickset.com/sets/small/70000-1.jpg,https://images.brickset.com/sets/images/70000-1.jpg
70001-1,Crawley's Claw Ripper,2013,Legends of Chima,The Power of the CHI,Action/Adventure,Normal,139,2,7,14.99,https://brickset.com/sets/70001-1,https://images.brickset.com/sets/small/70001-1.jpg,https://images.brickset.com/sets/images/70001-1.jpg
70002-1,Lennox' Lion Attack,2013,Legends of Chima,The Power of the CHI,Action/Adventure,Normal,230,2,7,24.99,https://brickset.com/sets/70002-1,https://images.brickset.com/sets/small/70002-1.jpg,https://images.brickset.com/sets/images/70002-1.jpg
70003-1,Eris' Eagle Interceptor,2013,Legends of Chima,The Power of the CHI,Action/Adventure,Normal,348,3,8,34.99,https://brickset.com/sets/70003-1,https://images.brickset.com/sets/small/70003-1.jpg,https://images.brickset.com/sets/images/70003-1.jpg
70004-1,Wakz' Pack Tracker,2013,Legends of Chima,The Power of the CHI,Action/Adventure,Normal,297,3,8,29.99,https://brickset.com/sets/70004-1,https://images.brickset.com/sets/small/70004-1.jpg,https://images.brickset.com/sets/images/70004-1.jpg
70005-1,Laval's Royal Fighter,2013,Legends of Chima,The Power of the CHI,Action/Adventure,Normal,417,3,8,39.99,https://brickset.com/sets/70005-1,https://images.brickset.com/sets/small/70005-1.jpg,https://images.brickset.com/sets/images/70005-1.jpg
70006-1,Cragger's Command Ship,2013,Legends of Chima,The Power of the CHI,Action/Adventure,Normal,609,6,8,79.99,https://brickset.com/sets/70006-1,https://images.brickset.com/sets/small/70006-1.jpg,https://images.brickset.com/sets/images/70006-1.jpg
70007-1,Eglor's Twin Bike,2013,Legends of Chima,The Power of the CHI,Action/Adventure,Normal,223,2,7,24.99,https://brickset.com/sets/70007-1,https://images.brickset.com/sets/small/70007-1.jpg,https://images.brickset.com/sets/images/70007-1.jpg
70008-1,Gorzan's Gorilla Striker,2013,Legends of Chima,The Power of the CHI,Action/Adventure,Normal,505,4,8,49.99,https://brickset.com/sets/70008-1,https://images.brickset.com/sets/small/70008-1.jpg,https://images.brickset.com/sets/images/70008-1.jpg
70009-1,Worriz's Combat Lair,2013,Legends of Chima,The Power of the CHI,Action/Adventure,Normal,664,6,8,69.99,https://brickset.com/sets/70009-1,https://images.brickset.com/sets/small/70009-1.jpg,https://images.brickset.com/sets/images/70009-1.jpg
70010-1,The Lion CHI Temple,2013,Legends of Chima,The Power of the CHI,Action/Adventure,Normal,1258,7,8,119.99,https://brickset.com/sets/70010-1,https://images.brickset.com/sets/small/70010-1.jpg,https://images.brickset.com/sets/images/70010-1.jpg
70011-1,Eagles' Castle,2013,Legends of Chima,Speedorz,Action/Adventure,Normal,369,3,7,39.99,https://brickset.com/sets/70011-1,https://images.brickset.com/sets/small/70011-1.jpg,https://images.brickset.com/sets/images/70011-1.jpg
70012-2,Razar's CHI Raider,2013,Legends of Chima,The Power of the CHI,Action/Adventure,Normal,412,3,8,39.99,https://brickset.com/sets/70012-2,https://images.brickset.com/sets/small/70012-2.jpg,https://images.brickset.com/sets/images/70012-2.jpg
70013-1,Equila's Ultra Striker,2013,Legends of Chima,The Power of the CHI,Action/Adventure,Normal,339,3,8,39.99,https://brickset.com/sets/70013-1,https://images.brickset.com/sets/small/70013-1.jpg,https://images.brickset.com/sets/images/70013-1.jpg
70100-1,Ring of Fire,2013,Legends of Chima,Speedorz,Action/Adventure,Normal,83,1,6,14.99,https://brickset.com/sets/70100-1,https://images.brickset.com/sets/small/70100-1.jpg,https://images.brickset.com/sets/images/70100-1.jpg
70101-1,Target Practice,2013,Legends of Chima,Speedorz,Action/Adventure,Normal,101,1,7,14.99,https://brickset.com/sets/70101-1,https://images.brickset.com/sets/small/70101-1.jpg,https://images.brickset.com/sets/images/70101-1.jpg
70102-1,CHI Waterfall,2013,Legends of Chima,Speedorz,Action/Adventure,Normal,106,1,6,14.99,https://brickset.com/sets/70102-1,https://images.brickset.com/sets/small/70102-1.jpg,https://images.brickset.com/sets/images/70102-1.jpg
70103-1,Boulder Bowling,2013,Legends of Chima,Speedorz,Action/Adventure,Normal,93,1,6,14.99,https://brickset.com/sets/70103-1,https://images.brickset.com/sets/small/70103-1.jpg,https://images.brickset.com/sets/images/70103-1.jpg
70104-1,Jungle Gates,2013,Legends of Chima,Speedorz,Action/Adventure,Normal,81,1,6,14.99,https://brickset.com/sets/70104-1,https://images.brickset.com/sets/small/70104-1.jpg,https://images.brickset.com/sets/images/70104-1.jpg
70105-1,Nest Dive,2013,Legends of Chima,Speedorz,Action/Adventure,Normal,97,1,6,14.99,https://brickset.com/sets/70105-1,https://images.brickset.com/sets/small/70105-1.jpg,https://images.brickset.com/sets/images/70105-1.jpg
70106-1,Ice Tower,2013,Legends of Chima,Speedorz,Action/Adventure,Normal,101,1,6,14.99,https://brickset.com/sets/70106-1,https://images.brickset.com/sets/small/70106-1.jpg,https://images.brickset.com/sets/images/70106-1.jpg
70109-1,Whirling Vines,2013,Legends of Chima,Speedorz,Action/Adventure,Normal,77,1,6,14.99,https://brickset.com/sets/70109-1,https://images.brickset.com/sets/small/70109-1.jpg,https://images.brickset.com/sets/images/70109-1.jpg
70110-1,Tower Target,2013,Legends of Chima,Speedorz,Action/Adventure,Normal,92,1,6,14.99,https://brickset.com/sets/70110-1,https://images.brickset.com/sets/small/70110-1.jpg,https://images.brickset.com/sets/images/70110-1.jpg
70111-1,Swamp Jump,2013,Legends of Chima,Speedorz,Action/Adventure,Normal,91,1,6,14.99,https://brickset.com/sets/70111-1,https://images.brickset.com/sets/small/70111-1.jpg,https://images.brickset.com/sets/images/70111-1.jpg
70112-1,Croc Chomp,2013,Legends of Chima,Speedorz,Action/Adventure,Normal,105,1,6,14.99,https://brickset.com/sets/70112-1,https://images.brickset.com/sets/small/70112-1.jpg,https://images.brickset.com/sets/images/70112-1.jpg
70113-1,CHI Battles,2013,Legends of Chima,Speedorz,Action/Adventure,Normal,92,2,6,19.99,https://brickset.com/sets/70113-1,https://images.brickset.com/sets/small/70113-1.jpg,https://images.brickset.com/sets/images/70113-1.jpg
70114-1,Sky Joust,2013,Legends of Chima,Speedorz,Action/Adventure,Normal,117,2,6,19.99,https://brickset.com/sets/70114-1,https://images.brickset.com/sets/small/70114-1.jpg,https://images.brickset.com/sets/images/70114-1.jpg
70115-1,Ultimate Speedor Tournament,2013,Legends of Chima,Speedorz,Action/Adventure,Normal,246,2,7,29.99,https://brickset.com/sets/70115-1,https://images.brickset.com/sets/small/70115-1.jpg,https://images.brickset.com/sets/images/70115-1.jpg
70500-1,Kai's Fire Mech,2013,Ninjago,The Final Battle,Action/Adventure,Normal,102,2,6,9.99,https://brickset.com/sets/70500-1,https://images.brickset.com/sets/small/70500-1.jpg,https://images.brickset.com/sets/images/70500-1.jpg
70501-1,Warrior Bike,2013,Ninjago,The Final Battle,Action/Adventure,Normal,210,2,8,19.99,https://brickset.com/sets/70501-1,https://images.brickset.com/sets/small/70501-1.jpg,https://images.brickset.com/sets/images/70501-1.jpg
70502-1,Cole's Earth Driller,2013,Ninjago,The Final Battle,Action/Adventure,Normal,171,2,7,19.99,https://brickset.com/sets/70502-1,https://images.brickset.com/sets/small/70502-1.jpg,https://images.brickset.com/sets/images/70502-1.jpg
70503-1,The Golden Dragon,2013,Ninjago,The Final Battle,Action/Adventure,Normal,252,3,8,29.99,https://brickset.com/sets/70503-1,https://images.brickset.com/sets/small/70503-1.jpg,https://images.brickset.com/sets/images/70503-1.jpg
70504-1,Garmatron,2013,Ninjago,The Final Battle,Action/Adventure,Normal,328,3,8,39.99,https://brickset.com/sets/70504-1,https://images.brickset.com/sets/small/70504-1.jpg,https://images.brickset.com/sets/images/70504-1.jpg
70505-1,Temple of Light,2013,Ninjago,The Final Battle,Action/Adventure,Normal,565,5,8,69.99,https://brickset.com/sets/70505-1,https://images.brickset.com/sets/small/70505-1.jpg,https://images.brickset.com/sets/images/70505-1.jpg
70700-1,Space Swarmer,2013,Space,Galaxy Squad,Action/Adventure,Normal,86,2,7,11.99,https://brickset.com/sets/70700-1,https://images.brickset.com/sets/small/70700-1.jpg,https://images.brickset.com/sets/images/70700-1.jpg
70701-1,Swarm Interceptor,2013,Space,Galaxy Squad,Action/Adventure,Normal,218,2,7,19.99,https://brickset.com/sets/70701-1,https://images.brickset.com/sets/small/70701-1.jpg,https://images.brickset.com/sets/images/70701-1.jpg
70702-1,Warp Stinger,2013,Space,Galaxy Squad,Action/Adventure,Normal,310,3,8,29.99,https://brickset.com/sets/70702-1,https://images.brickset.com/sets/small/70702-1.jpg,https://images.brickset.com/sets/images/70702-1.jpg
70703-1,Star Slicer,2013,Space,Galaxy Squad,Action/Adventure,Normal,311,3,8,39.99,https://brickset.com/sets/70703-1,https://images.brickset.com/sets/small/70703-1.jpg,https://images.brickset.com/sets/images/70703-1.jpg
70704-1,Vermin Vaporizer,2013,Space,Galaxy Squad,Action/Adventure,Normal,506,3,8,59.99,https://brickset.com/sets/70704-1,https://images.brickset.com/sets/small/70704-1.jpg,https://images.brickset.com/sets/images/70704-1.jpg
70705-1,Bug Obliterator,2013,Space,Galaxy Squad,Action/Adventure,Normal,711,4,8,79.99,https://brickset.com/sets/70705-1,https://images.brickset.com/sets/small/70705-1.jpg,https://images.brickset.com/sets/images/70705-1.jpg
70706-1,Crater Creeper,2013,Space,Galaxy Squad,Action/Adventure,Normal,171,2,7,19.99,https://brickset.com/sets/70706-1,https://images.brickset.com/sets/small/70706-1.jpg,https://images.brickset.com/sets/images/70706-1.jpg
70707-1,CLS-89 Eradicator Mech,2013,Space,Galaxy Squad,Action/Adventure,Normal,440,2,8,39.99,https://brickset.com/sets/70707-1,https://images.brickset.com/sets/small/70707-1.jpg,https://images.brickset.com/sets/images/70707-1.jpg
70708-1,Hive Crawler,2013,Space,Galaxy Squad,Action/Adventure,Normal,560,3,8,69.99,https://brickset.com/sets/70708-1,https://images.brickset.com/sets/small/70708-1.jpg,https://images.brickset.com/sets/images/70708-1.jpg
70709-1,Galactic Titan,2013,Space,Galaxy Squad,Action/Adventure,Normal,1012,5,8,99.99,https://brickset.com/sets/70709-1,https://images.brickset.com/sets/small/70709-1.jpg,https://images.brickset.com/sets/images/70709-1.jpg
71000-9,Fortune Teller,2013,Collectable Minifigures,Series 9,Miscellaneous,Normal,7,1,5,2.99,https://brickset.com/sets/71000-9,https://images.brickset.com/sets/small/71000-9.jpg,https://images.brickset.com/sets/images/71000-9.jpg
71000-10,Judge,2013,Collectable Minifigures,Series 9,Miscellaneous,Normal,7,1,5,2.99,https://brickset.com/sets/71000-10,https://images.brickset.com/sets/small/71000-10.jpg,https://images.brickset.com/sets/images/71000-10.jpg
71001-9,Paintball Player,2013,Collectable Minifigures,Series 10,Miscellaneous,Normal,7,1,5,2.99,https://brickset.com/sets/71001-9,https://images.brickset.com/sets/small/71001-9.jpg,https://images.brickset.com/sets/images/71001-9.jpg
71002-9,Mountain Climber,2013,Collectable Minifigures,Series 11,Miscellaneous,Normal,7,1,5,2.99,https://brickset.com/sets/71002-9,https://images.brickset.com/sets/small/71002-9.jpg,https://images.brickset.com/sets/images/71002-9.jpg
75000-1,Clone Troopers vs. Droidekas,2013,Star Wars,Episode II,Licensed,Normal,124,4,6,12.99,https://brickset.com/sets/75000-1,https://images.brickset.com/sets/small/75000-1.jpg,https://images.brickset.com/sets/images/75000-1.jpg
75001-1,Republic Troopers vs. Sith Troopers,2013,Star Wars,The Old Republic,Licensed,Normal,63,4,6,12.99,https://brickset.com/sets/75001-1,https://images.brickset.com/sets/small/75001-1.jpg,https://images.brickset.com/sets/images/75001-1.jpg
75002-1,AT-RT,2013,Star Wars,The Clone Wars,Licensed,Normal,222,4,7,19.99,https://brickset.com/sets/75002-1,https://images.brickset.com/sets/small/75002-1.jpg,https://images.brickset.com/sets/images/75002-1.jpg
75003-1,A-wing Starfighter,2013,Star Wars,Episode VI,Licensed,Normal,177,3,7,24.99,https://brickset.com/sets/75003-1,https://images.brickset.com/sets/small/75003-1.jpg,https://images.brickset.com/sets/images/75003-1.jpg
75004-1,Z-95 Headhunter,2013,Star Wars,The Clone Wars,Licensed,Normal,373,3,8,49.99,https://brickset.com/sets/75004-1,https://images.brickset.com/sets/small/75004-1.jpg,https://images.brickset.com/sets/images/75004-1.jpg
75005-1,Rancor Pit,2013,Star Wars,Episode VI,Licensed,Normal,380,4,8,59.99,https://brickset.com/sets/75005-1,https://images.brickset.com/sets/small/75005-1.jpg,https://images.brickset.com/sets/images/75005-1.jpg
75006-1,Jedi Starfighter & Planet Kamino,2013,Star Wars,Planet Set,Licensed,Normal,61,1,6,9.99,https://brickset.com/sets/75006-1,https://images.brickset.com/sets/small/75006-1.jpg,https://images.brickset.com/sets/images/75006-1.jpg
75007-1,Republic Assault Ship & Planet Coruscant,2013,Star Wars,Planet Set,Licensed,Normal,74,1,6,9.99,https://brickset.com/sets/75007-1,https://images.brickset.com/sets/small/75007-1.jpg,https://images.brickset.com/sets/images/75007-1.jpg
75008-1,TIE Bomber & Asteroid Field,2013,Star Wars,Planet Set,Licensed,Normal,60,1,6,9.99,https://brickset.com/sets/75008-1,https://images.brickset.com/sets/small/75008-1.jpg,https://images.brickset.com/sets/images/75008-1.jpg
75012-1,BARC Speeder with Sidecar,2013,Star Wars,The Clone Wars,Licensed,Normal,226,4,7,24.99,https://brickset.com/sets/75012-1,https://images.brickset.com/sets/small/75012-1.jpg,https://images.brickset.com/sets/images/75012-1.jpg
75013-1,Umbaran MHC (Mobile Heavy Cannon),2013,Star Wars,The Clone Wars,Licensed,Normal,493,4,8,49.99,https://brickset.com/sets/75013-1,https://images.brickset.com/sets/small/75013-1.jpg,https://images.brickset.com/sets/images/75013-1.jpg
75014-1,Battle of Hoth,2013,Star Wars,Episode V,Licensed,Normal,426,7,8,49.99,https://brickset.com/sets/75014-1,https://images.brickset.com/sets/small/75014-1.jpg,https://images.brickset.com/sets/images/75014-1.jpg
75016-1,Homing Spider Droid,2013,Star Wars,Episode II,Licensed,Normal,295,5,7,29.99,https://brickset.com/sets/75016-1,https://images.brickset.com/sets/small/75016-1.jpg,https://images.brickset.com/sets/images/75016-1.jpg
75017-1,Duel on Geonosis,2013,Star Wars,Episode II,Licensed,Normal,391,4,8,39.99,https://brickset.com/sets/75017-1,https://images.brickset.com/sets/small/75017-1.jpg,https://images.brickset.com/sets/images/75017-1.jpg
75018-1,JEK-14's Stealth Starfighter,2013,Star Wars,Original Content,Licensed,Normal,550,4,8,69.99,https://brickset.com/sets/75018-1,https://images.brickset.com/sets/small/75018-1.jpg,https://images.brickset.com/sets/images/75018-1.jpg
75019-1,AT-TE ,2013,Star Wars,Episode II,Licensed,Normal,794,5,9,89.99,https://brickset.com/sets/75019-1,https://images.brickset.com/sets/small/75019-1.jpg,https://images.brickset.com/sets/images/75019-1.jpg
75020-1,Jabba's Sail Barge,2013,Star Wars,Episode VI,Licensed,Normal,850,6,9,119.99,https://brickset.com/sets/75020-1,https://images.brickset.com/sets/small/75020-1.jpg,https://images.brickset.com/sets/images/75020-1.jpg
75021-1,Republic Gunship,2013,Star Wars,Episode II,Licensed,Normal,1175,7,9,119.99,https://brickset.com/sets/75021-1,https://images.brickset.com/sets/small/75021-1.jpg,https://images.brickset.com/sets/images/75021-1.jpg
75022-1,Mandalorian Speeder,2013,Star Wars,The Clone Wars,Licensed,Normal,211,3,8,24.99,https://brickset.com/sets/75022-1,https://images.brickset.com/sets/small/75022-1.jpg,https://images.brickset.com/sets/images/75022-1.jpg
76000-1,Arctic Batman vs. Mr. Freeze: Aquaman on Ice,2013,DC Comics Super Heroes,Batman,Licensed,Normal,198,3,6,19.99,https://brickset.com/sets/76000-1,https://images.brickset.com/sets/small/76000-1.jpg,https://images.brickset.com/sets/images/76000-1.jpg
76001-1,The Bat vs. Bane: Tumbler Chase,2013,DC Comics Super Heroes,The Dark Knight Trilogy,Licensed,Normal,368,3,6,39.99,https://brickset.com/sets/76001-1,https://images.brickset.com/sets/small/76001-1.jpg,https://images.brickset.com/sets/images/76001-1.jpg
76002-1,Superman Metropolis Showdown,2013,DC Comics Super Heroes,DC Extended Universe,Licensed,Normal,119,2,6,12.99,https://brickset.com/sets/76002-1,https://images.brickset.com/sets/small/76002-1.jpg,https://images.brickset.com/sets/images/76002-1.jpg
76003-1,Superman: Battle of Smallville,2013,DC Comics Super Heroes,DC Extended Universe,Licensed,Normal,418,5,6,49.99,https://brickset.com/sets/76003-1,https://images.brickset.com/sets/small/76003-1.jpg,https://images.brickset.com/sets/images/76003-1.jpg
76004-1,Spider-Man: Spider-Cycle Chase,2013,Marvel Super Heroes,Ultimate Spider-Man,Licensed,Normal,237,3,6,19.99,https://brickset.com/sets/76004-1,https://images.brickset.com/sets/small/76004-1.jpg,https://images.brickset.com/sets/images/76004-1.jpg
76005-1,Spider-Man: Daily Bugle Showdown,2013,Marvel Super Heroes,Ultimate Spider-Man,Licensed,Normal,476,5,6,49.99,https://brickset.com/sets/76005-1,https://images.brickset.com/sets/small/76005-1.jpg,https://images.brickset.com/sets/images/76005-1.jpg
76006-1,Iron Man: Extremis Sea Port Battle ,2013,Marvel Super Heroes,Iron Man 3,Licensed,Normal,195,3,6,19.99,https://brickset.com/sets/76006-1,https://images.brickset.com/sets/small/76006-1.jpg,https://images.brickset.com/sets/images/76006-1.jpg
76007-1,Iron Man: Malibu Mansion Attack,2013,Marvel Super Heroes,Iron Man 3,Licensed,Normal,364,5,6,39.99,https://brickset.com/sets/76007-1,https://images.brickset.com/sets/small/76007-1.jpg,https://images.brickset.com/sets/images/76007-1.jpg
76008-1,Iron Man vs. The Mandarin: Ultimate Showdown,2013,Marvel Super Heroes,Iron Man 3,Licensed,Normal,91,2,6,12.99,https://brickset.com/sets/76008-1,https://images.brickset.com/sets/small/76008-1.jpg,https://images.brickset.com/sets/images/76008-1.jpg
76009-1,Superman: Black Zero Escape,2013,DC Comics Super Heroes,DC Extended Universe,Licensed,Normal,168,3,6,19.99,https://brickset.com/sets/76009-1,https://images.brickset.com/sets/small/76009-1.jpg,https://images.brickset.com/sets/images/76009-1.jpg
79005-1,The Wizard Battle,2013,The Lord of the Rings,The Fellowship of the Ring,Licensed,Normal,113,2,8,12.99,https://brickset.com/sets/79005-1,https://images.brickset.com/sets/small/79005-1.jpg,https://images.brickset.com/sets/images/79005-1.jpg
79006-1,The Council of Elrond,2013,The Lord of the Rings,The Fellowship of the Ring,Licensed,Normal,243,4,8,29.99,https://brickset.com/sets/79006-1,https://images.brickset.com/sets/small/79006-1.jpg,https://images.brickset.com/sets/images/79006-1.jpg
79007-1,Battle at the Black Gate,2013,The Lord of the Rings,The Return of the King,Licensed,Normal,656,5,9,59.99,https://brickset.com/sets/79007-1,https://images.brickset.com/sets/small/79007-1.jpg,https://images.brickset.com/sets/images/79007-1.jpg
79008-1,Pirate Ship Ambush,2013,The Lord of the Rings,The Return of the King,Licensed,Normal,756,9,9,99.99,https://brickset.com/sets/79008-1,https://images.brickset.com/sets/small/79008-1.jpg,https://images.brickset.com/sets/images/79008-1.jpg
79011-1,Dol Guldur Ambush,2013,The Hobbit,The Desolation of Smaug,Licensed,Normal,217,3,8,19.99,https://brickset.com/sets/79011-1,https://images.brickset.com/sets/small/79011-1.jpg,https://images.brickset.com/sets/images/79011-1.jpg
79012-1,Mirkwood Elf Army ,2013,The Hobbit,The Desolation of Smaug,Licensed,Normal,276,6,8,29.99,https://brickset.com/sets/79012-1,https://images.brickset.com/sets/small/79012-1.jpg,https://images.brickset.com/sets/images/79012-1.jpg
79013-1,Lake-town Chase,2013,The Hobbit,The Desolation of Smaug,Licensed,Normal,470,5,8,49.99,https://brickset.com/sets/79013-1,https://images.brickset.com/sets/small/79013-1.jpg,https://images.brickset.com/sets/images/79013-1.jpg
